,param_1,date,label
255,41.13,1583366400.0,1
256,37.9,1583539200.0,1
257,40.28,1583625600.0,1
258,39.06,1583712000.0,1
259,39.41,1583798400.0,1
260,37.49,1583884800.0,1
261,40.21,1583971200.0,1
262,40.44,1584057600.0,1
263,40.61,1584144000.0,1
264,41.28,1584230400.0,1
265,40.8,1584316800.0,1
266,40.41,1584403200.0,1
267,41.14,1584489600.0,1
268,40.63,1584576000.0,1
269,41.82,1584662400.0,1
270,39.8,1584748800.0,1
271,38.44,1584835200.0,1
272,38.55,1584921600.0,1
273,36.7,1585008000.0,1
274,39.66,1585094400.0,1
275,42.87,1585267200.0,1
276,40.0,1586044800.0,1
277,46.24,1587340800.0,1
278,40.19,1588550400.0,1
279,63.14,1590019200.0,1
280,33.99,1591574400.0,1
281,31.47,1592870400.0,1
282,37.51,1597017600.0,1
283,39.9,1585353600.0,1
284,38.14,1585440000.0,1
285,39.34,1585526400.0,1
286,39.12,1585612800.0,1
287,39.48,1585699200.0,1
288,40.99,1585785600.0,1
289,38.33,1585872000.0,1
290,42.29,1585958400.0,1
291,37.97,1586131200.0,1
292,36.26,1586217600.0,1
293,0.14,1586304000.0,-1
294,14.81,1586649600.0,-1
295,73.64,1586736000.0,1
296,50.76,1586822400.0,1
297,48.09,1586908800.0,1
298,53.31,1586995200.0,1
299,41.86,1587081600.0,1
300,40.95,1587168000.0,1
301,39.53,1587254400.0,1
302,34.05,1587427200.0,1
303,39.08,1587513600.0,1
304,44.24,1587600000.0,1
305,44.03,1587686400.0,1
306,42.92,1587772800.0,1
307,44.18,1587859200.0,1
308,43.77,1587945600.0,1
309,42.28,1588032000.0,1
310,41.6,1588118400.0,1
311,40.5,1588204800.0,1
312,43.08,1588291200.0,1
313,51.72,1588377600.0,1
314,35.21,1588464000.0,1
315,49.54,1588636800.0,1
316,25.13,1588723200.0,1
317,33.76,1588809600.0,1
318,50.42,1588896000.0,1
319,66.97,1588982400.0,1
320,60.37,1589068800.0,1
321,53.49,1589155200.0,1
322,73.5,1589241600.0,1
323,57.04,1589328000.0,1
324,57.9,1589414400.0,1
325,59.85,1589500800.0,1
326,75.78,1589587200.0,1
327,59.97,1589673600.0,1
328,75.13,1589760000.0,1
329,49.84,1589846400.0,1
330,60.34,1589932800.0,1
